Part No,Name,Primary Customer,Lead Time,Min Inv,Max Inv,Inv WIP,Inv FG,Non Useable Inventory,Demand Type,Past Due,10/1/2025,10/2/2025,10/3/2025,10/4/2025,10/5/2025,10/6/2025,10/7/2025,10/8/2025,10/9/2025,10/10/2025,10/11/2025,10/12/2025,10/13/2025,10/14/2025,10/15/2025,10/16/2025,10/17/2025,10/18/2025,10/19/2025,10/20/2025,10/21/2025,10/22/2025,10/23/2025,10/24/2025,10/25/2025,10/26/2025,10/27/2025,10/28/2025,10/29/2025,10/30/2025,10/31/2025,11/1/2025,11/2/2025,11/3/2025,11/4/2025,11/5/2025,11/6/2025,11/7/2025,11/8/2025,11/9/2025,11/10/2025,11/11/2025,11/12/2025,11/13/2025,11/14/2025,11/15/2025,11/16/2025,11/17/2025,11/18/2025,11/19/2025,11/20/2025,11/21/2025,Fecha De Actualizacion
FGGMGO00060-SL,JBSC1 GLASS RUN FRT LH,GM MX - MXN,7,0,0,0,140,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00060-SL,JBSC1 GLASS RUN FRT LH,GM MX - MXN,7,0,0,0,140,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00060-SL,JBSC1 GLASS RUN FRT LH,GM MX - MXN,7,0,0,0,140,0,Net,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,2025-10-01 09:30:11
FGGMGO00061-SE,JBSC1 GLASS RUN RR RH,GM MX,7,0,0,0,37,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SE,JBSC1 GLASS RUN RR RH,GM MX,7,0,0,0,37,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SE,JBSC1 GLASS RUN RR RH,GM MX,7,0,0,0,37,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SE,JBSC1 GLASS RUN RR RH,GM MX,7,0,0,0,37,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SE,JBSC1 GLASS RUN RR RH,GM MX,7,0,0,0,37,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SE,JBSC1 GLASS RUN RR RH,GM MX,7,0,0,0,37,0,Net,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2025-10-01 09:30:11
FGGMGO00061-SL,JBSC1 GLASS RUN RR RH,GM MX - MXN,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SL,JBSC1 GLASS RUN RR RH,GM MX - MXN,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SL,JBSC1 GLASS RUN RR RH,GM MX - MXN,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SL,JBSC1 GLASS RUN RR RH,GM MX - MXN,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SL,JBSC1 GLASS RUN RR RH,GM MX - MXN,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00061-SL,JBSC1 GLASS RUN RR RH,GM MX - MXN,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SE,JBSC1 GLASS RUN RR LH,GM MX,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SE,JBSC1 GLASS RUN RR LH,GM MX,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SE,JBSC1 GLASS RUN RR LH,GM MX,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SE,JBSC1 GLASS RUN RR LH,GM MX,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SE,JBSC1 GLASS RUN RR LH,GM MX,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SE,JBSC1 GLASS RUN RR LH,GM MX,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SL,JBSC1 GLASS RUN RR LH,GM MX - MXN,7,0,0,0,140,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SL,JBSC1 GLASS RUN RR LH,GM MX - MXN,7,0,0,0,140,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SL,JBSC1 GLASS RUN RR LH,GM MX - MXN,7,0,0,0,140,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SL,JBSC1 GLASS RUN RR LH,GM MX - MXN,7,0,0,0,140,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SL,JBSC1 GLASS RUN RR LH,GM MX - MXN,7,0,0,0,140,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00062-SL,JBSC1 GLASS RUN RR LH,GM MX - MXN,7,0,0,0,140,0,Net,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,2025-10-01 09:30:11
FGGMGO00063-SE,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SE,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SE,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SE,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SE,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SE,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SL,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,715,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SL,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,715,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SL,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,715,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SL,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,715,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SL,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,715,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00063-SL,JBSC1 OUTER BELT BRIGHT FRT RH,GM MX - MXN,7,0,0,0,715,0,Net,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,2025-10-01 09:30:11
FGGMGO00064-SE,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SE,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SE,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SE,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SE,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SE,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SL,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX - MXN,7,0,0,0,520,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SL,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX - MXN,7,0,0,0,520,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SL,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX - MXN,7,0,0,0,520,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SL,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX - MXN,7,0,0,0,520,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SL,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX - MXN,7,0,0,0,520,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00064-SL,JBSC1 OUTER BELT BRIGHT FRONT LH,GM MX - MXN,7,0,0,0,520,0,Net,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,520,2025-10-01 09:30:11
FGGMGO00065-SE,JBSC1 OUTER BELT BRIGHT RR RH,GM MX,7,0,0,0,0,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SE,JBSC1 OUTER BELT BRIGHT RR RH,GM MX,7,0,0,0,0,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SE,JBSC1 OUTER BELT BRIGHT RR RH,GM MX,7,0,0,0,0,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SE,JBSC1 OUTER BELT BRIGHT RR RH,GM MX,7,0,0,0,0,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SE,JBSC1 OUTER BELT BRIGHT RR RH,GM MX,7,0,0,0,0,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SE,JBSC1 OUTER BELT BRIGHT RR RH,GM MX,7,0,0,0,0,0,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SL,JBSC1 OUTER BELT  BRIGHT RR RH,GM MX - MXN,7,0,0,0,680,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SL,JBSC1 OUTER BELT  BRIGHT RR RH,GM MX - MXN,7,0,0,0,680,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SL,JBSC1 OUTER BELT  BRIGHT RR RH,GM MX - MXN,7,0,0,0,680,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SL,JBSC1 OUTER BELT  BRIGHT RR RH,GM MX - MXN,7,0,0,0,680,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SL,JBSC1 OUTER BELT  BRIGHT RR RH,GM MX - MXN,7,0,0,0,680,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00065-SL,JBSC1 OUTER BELT  BRIGHT RR RH,GM MX - MXN,7,0,0,0,680,0,Net,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,2025-10-01 09:30:11
FGGMGO00066-SE,JBSC1 OUTER BELT BRIGHT RR LH,GM MX,7,0,0,0,0,4,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SE,JBSC1 OUTER BELT BRIGHT RR LH,GM MX,7,0,0,0,0,4,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SE,JBSC1 OUTER BELT BRIGHT RR LH,GM MX,7,0,0,0,0,4,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SE,JBSC1 OUTER BELT BRIGHT RR LH,GM MX,7,0,0,0,0,4,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SE,JBSC1 OUTER BELT BRIGHT RR LH,GM MX,7,0,0,0,0,4,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SE,JBSC1 OUTER BELT BRIGHT RR LH,GM MX,7,0,0,0,0,4,Net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SL,JBSC1 OUTER BELT BRIGHT RR LH,GM MX - MXN,7,0,0,0,560,0,Customer Releases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SL,JBSC1 OUTER BELT BRIGHT RR LH,GM MX - MXN,7,0,0,0,560,0,Job Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SL,JBSC1 OUTER BELT BRIGHT RR LH,GM MX - MXN,7,0,0,0,560,0,Net Demand Job,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SL,JBSC1 OUTER BELT BRIGHT RR LH,GM MX - MXN,7,0,0,0,560,0,Net Demand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SL,JBSC1 OUTER BELT BRIGHT RR LH,GM MX - MXN,7,0,0,0,560,0,Scheduled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-10-01 09:30:11
FGGMGO00066-SL,JBSC1 OUTER BELT BRIGHT RR LH,GM MX - MXN,7,0,0,0,560,0,Net,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,560,2025-10-01 09:30:11
